gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup,gind,gsector,gsubind,naics,sic
005254,20200331,2019,INDL,C,D,STD,GHM,GRAHAM CORP,USD,A,2010,201060,20,20106020,333415,3443
005256,20191231,2019,INDL,C,D,STD,GWW,GRAINGER (W W) INC,USD,A,2010,201070,20,20107010,42,5000
005284,20191231,2019,INDL,C,D,STD,GTN,GRAY TELEVISION INC,USD,A,5020,502010,50,50201020,515120,4833
005338,20191031,2019,INDL,C,D,STD,GEF,GREIF INC  -CL A,USD,A,1510,151030,15,15103010,322219,2650
005439,20191231,2019,INDL,C,D,STD,HAL,HALLIBURTON CO,USD,A,1010,101010,10,10101020,213112,1389
005492,20190630,2019,INDL,C,D,STD,LHX,L3HARRIS TECHNOLOGIES INC,USD,A,2010,201010,20,20101010,334511,3812
005496,20191231,2019,INDL,C,D,STD,HSC,HARSCO CORP,USD,A,2020,202010,20,20201050,331110,3390
005518,20191231,2019,INDL,C,D,STD,HAS,HASBRO INC,USD,A,2520,252020,25,25202010,339930,3944
005520,20191231,2019,INDL,C,D,STD,AMOT,ALLIED MOTION TECHNOLOGIES,USD,A,2010,201040,20,20104010,335312,3621
005523,20191231,2019,INDL,C,D,STD,HVT,HAVERTY FURNITURE,USD,A,2550,255040,25,25504060,442110,5712
005526,20191231,2019,INDL,C,D,STD,HE,HAWAIIAN ELECTRIC INDS,USD,A,5510,551010,55,55101010,22111,4911
005530,20200331,2019,INDL,C,D,STD,HWKN,HAWKINS INC,USD,A,1510,151010,15,15101010,424690,5160
005539,20191231,2019,INDL,C,D,STD,HCSG,HEALTHCARE SERVICES GROUP,USD,A,2020,202010,20,20201070,561720,7340
005543,20191231,2019,INDL,C,D,STD,WELL,WELLTOWER INC,USD,A,6010,601010,60,60101050,531110,6798
005559,20191231,2019,INDL,C,D,STD,STRL,STERLING CONSTRUCTION CO INC,USD,A,2010,201030,20,20103010,237310,1600
005560,20191231,2019,INDL,C,D,STD,HL,HECLA MINING CO,USD,A,1510,151040,15,15104045,212221,1040
005567,20191031,2019,INDL,C,D,STD,HEI,HEICO CORP,USD,A,2010,201010,20,20101010,336412,3724
005568,20191231,2019,INDL,C,D,STD,KHC,KRAFT HEINZ CO,USD,A,3020,302020,30,30202030,31142,2030
005572,20200229,2019,INDL,C,D,STD,HELE,HELEN OF TROY LTD,USD,A,2520,252010,25,25201040,335210,3634
005581,20190930,2019,INDL,C,D,STD,HP,HELMERICH & PAYNE,USD,A,1010,101010,10,10101010,213111,1381
005597,20191231,2019,INDL,C,D,STD,HSY,HERSHEY CO,USD,A,3020,302020,30,30202030,3113,2060
005606,20191031,2019,INDL,C,D,STD,HPQ,HP INC,USD,A,4520,452020,45,45202030,33411,3570
005608,20191231,2019,INDL,C,D,STD,HXL,HEXCEL CORP,USD,A,2010,201010,20,20101010,325211,2821
005639,20190930,2019,INDL,C,D,STD,HRC,HILL-ROM HOLDINGS INC,USD,A,3510,351010,35,35101010,339113,2590
005643,20191231,2019,INDL,C,D,STD,HLT,HILTON WORLDWIDE HOLDINGS,USD,A,2530,253010,25,25301020,721110,7011
005667,20191231,2019,INDL,C,D,STD,HFC,HOLLYFRONTIER CORP,USD,A,1010,101020,10,10102030,324110,2911
005680,20200131,2019,INDL,C,D,STD,HD,HOME DEPOT INC,USD,A,2550,255040,25,25504030,444110,5211
005690,20191231,2019,INDL,C,D,STD,HNI,HNI CORP,USD,A,2020,202010,20,20201060,337214,2522
005709,20191031,2019,INDL,C,D,STD,HRL,HORMEL FOODS CORP,USD,A,3020,302020,30,30202030,311611,2011
005742,20191231,2019,INDL,C,D,STD,CNP,CENTERPOINT ENERGY INC,USD,A,5510,551030,55,55103010,22111,4931
005763,20191031,2019,INDL,C,D,STD,UBA,URSTADT BIDDLE PROPERTIES,USD,A,6010,601010,60,60101070,531120,6798
005764,20191231,2019,INDL,C,D,STD,HUBB,HUBBELL INC,USD,A,2010,201040,20,20104010,335931,3640
005783,20191231,2019,INDL,C,D,STD,JBHT,HUNT (JB) TRANSPRT SVCS INC,USD,A,2030,203040,20,20304020,484121,4213
005786,20191231,2019,INDL,C,D,STD,HBAN,HUNTINGTON BANCSHARES,USD,A,4010,401010,40,40101015,522110,6020
005788,20191031,2019,INDL,C,D,STD,HURC,HURCO COS INC,USD,A,2010,201060,20,20106020,334513,3823
005849,20191231,2019,INDL,C,D,STD,BVH,BLUEGREEN VACATIONS HLDG CRP,USD,A,2530,253010,25,25301020,721110,6035
005860,20191231,2019,INDL,C,D,STD,ITT,ITT INC,USD,A,2010,201060,20,20106020,333914,3561
005862,20191231,2019,INDL,C,D,STD,RYN,RAYONIER INC,USD,A,6010,601010,60,60101080,531190,6798
005870,20191231,2019,INDL,C,D,STD,IDA,IDACORP INC,USD,A,5510,551010,55,55101010,22111,4911
005878,20191231,2019,INDL,C,D,STD,ITW,ILLINOIS TOOL WORKS,USD,A,2010,201060,20,20106020,33399,3560
005959,20191231,2019,INDL,C,D,STD,TT,TRANE TECHNOLOGIES PLC,USD,A,2010,201020,20,20102010,333415,3585
005968,20191231,2019,INDL,C,D,STD,RYI,RYERSON HOLDING CORP,USD,A,1510,151040,15,15104050,423510,5051
005987,20190930,2019,INDL,C,D,STD,GFF,GRIFFON CORP,USD,A,2010,201020,20,20102010,332216,3420
006008,20191231,2019,INDL,C,D,STD,INTC,INTEL CORP,USD,A,4530,453010,45,45301020,334413,3674
006013,20191231,2019,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,A,4510,451030,45,45103010,511210,7372
006034,20191231,2019,INDL,C,D,STD,TILE,INTERFACE INC,USD,A,2020,202010,20,20201060,314110,2273
006066,20191231,2019,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,A,4510,451020,45,45102010,519130,7370
006078,20191231,2019,INDL,C,D,STD,IFF,INTL FLAVORS & FRAGRANCES,USD,A,1510,151010,15,15101050,325199,2860
006081,20191031,2019,INDL,C,D,STD,NAV,NAVISTAR INTERNATIONAL CORP,USD,A,2010,201060,20,20106010,336120,3711
006100,20191231,2019,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,A,4510,451030,45,45103010,533110,6794
006104,20191231,2019,INDL,C,D,STD,IP,INTL PAPER CO,USD,A,1510,151030,15,15103020,322130,2631
006136,20191231,2019,INDL,C,D,STD,IPG,INTERPUBLIC GROUP OF COS,USD,A,5020,502010,50,50201010,541810,7311
006158,20191231,2019,INDL,C,D,STD,IVC,INVACARE CORP,USD,A,3510,351010,35,35101010,339113,3842
006216,20190930,2019,INDL,C,D,STD,J,JACOBS ENGINEERING GROUP INC,USD,A,2020,202020,20,20202020,54151,1600
006223,20191231,2019,INDL,C,D,STD,EME,EMCOR GROUP INC,USD,A,2010,201030,20,20103010,238210,1731
006266,20191231,2019,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,A,3520,352020,35,35202010,325412,2834
006268,20190930,2019,INDL,C,D,STD,JCI,JOHNSON CONTROLS INTL PLC,USD,A,2010,201020,20,20102010,333415,3585
006304,20190630,2019,INDL,C,D,STD,KLAC,KLA CORP,USD,A,4530,453010,45,45301010,333314,3827
006310,20191231,2019,INDL,C,D,STD,KMI,KINDER MORGAN INC,USD,A,1010,101020,10,10102040,486210,4923
006326,20191231,2019,INDL,C,D,STD,KAMN,KAMAN CORP,USD,A,2010,201010,20,20101010,3364,3720
006335,20191231,2019,INDL,C,D,STD,KSU,KANSAS CITY SOUTHERN,USD,A,2030,203040,20,20304010,482111,4011
006338,20191231,2019,INDL,C,D,STD,EVRG,EVERGY INC,USD,A,5510,551010,55,55101010,22111,4931
006375,20191231,2019,INDL,C,D,STD,K,KELLOGG CO,USD,A,3020,302020,30,30202030,311230,2040
006379,20191231,2019,INDL,C,D,STD,KELYA,KELLY SERVICES INC  -CL A,USD,A,2020,202020,20,20202010,561320,7363
006386,20190630,2019,INDL,C,D,STD,KMT,KENNAMETAL INC,USD,A,2010,201060,20,20106020,333517,3540
006433,20190630,2019,INDL,C,D,STD,KBAL,KIMBALL INTERNATIONAL  -CL B,USD,A,2020,202010,20,20201060,337211,2520
006435,20191231,2019,INDL,C,D,STD,KMB,KIMBERLY-CLARK CORP,USD,A,3030,303010,30,30301010,322121,2621
006461,20191231,2019,INDL,C,D,STD,KEX,KIRBY CORP,USD,A,2030,203030,20,20303010,483211,4400
006502,20200131,2019,INDL,C,D,STD,KR,KROGER CO,USD,A,3010,301010,30,30101030,445110,5411
006527,20190630,2019,INDL,C,D,STD,LYTS,LSI INDUSTRIES INC,USD,A,2010,201040,20,20104010,335122,3640
006543,20200430,2019,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,A,2520,252010,25,25201020,337121,2510
006547,20190930,2019,INDL,C,D,STD,SR,SPIRE INC,USD,A,5510,551020,55,55102010,221210,4924
006565,20190630,2019,INDL,C,D,STD,LRCX,LAM RESEARCH CORP,USD,A,4530,453010,45,45301010,333242,3559
006573,20190630,2019,INDL,C,D,STD,LANC,LANCASTER COLONY CORP,USD,A,3020,302020,30,30202030,311941,2030
006617,20191231,2019,INDL,C,D,STD,LAWS,LAWSON PRODUCTS,USD,A,2010,201070,20,20107010,423710,5072
006649,20191231,2019,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,A,2520,252010,25,25201020,337910,2510
006669,20191130,2019,INDL,C,D,STD,LEN,LENNAR CORP,USD,A,2520,252010,25,25201030,236117,1531
006682,20191130,2019,INDL,C,D,STD,JEF,JEFFERIES FINANCIAL GRP INC,USD,A,4020,402030,40,40203020,523110,6211
006730,20191231,2019,INDL,C,D,STD,LLY,LILLY (ELI) & CO,USD,A,3520,352020,35,35202010,325412,2834
006733,20200131,2019,INDL,C,D,STD,LB,L BRANDS INC,USD,A,2550,255040,25,25504010,448190,5600
006737,20191231,2019,INDL,C,D,STD,LECO,LINCOLN ELECTRIC HLDGS INC,USD,A,2010,201060,20,20106020,333992,3540
006742,20191231,2019,INDL,C,D,STD,LNC,LINCOLN NATIONAL CORP,USD,A,4030,403010,40,40301020,524113,6311
006774,20191231,2019,INDL,C,D,STD,LMT,LOCKHEED MARTIN CORP,USD,A,2010,201010,20,20101010,336414,3760
006781,20191231,2019,INDL,C,D,STD,L,LOEWS CORP,USD,A,4030,403010,40,40301040,524126,6331
006788,20191231,2019,INDL,C,D,STD,RRC,RANGE RESOURCES CORP,USD,A,1010,101020,10,10102020,2111,1311
006821,20191231,2019,INDL,C,D,STD,LPX,LOUISIANA-PACIFIC CORP,USD,A,1510,151050,15,15105010,321219,2400
006829,20200131,2019,INDL,C,D,STD,LOW,LOWE'S COS INC,USD,A,2550,255040,25,25504030,444110,5211
006845,20191231,2019,INDL,C,D,STD,LDL,LYDALL INC,USD,A,2010,201060,20,20106020,336390,3714
006865,20191231,2019,INDL,C,D,STD,MDC,MDC HOLDINGS INC,USD,A,2520,252010,25,25201030,236117,1531
006867,20191231,2019,INDL,C,D,STD,MDU,MDU RESOURCES GROUP INC,USD,A,5510,551030,55,55103010,221210,4932
006932,20191231,2019,INDL,C,D,STD,MGEE,MGE ENERGY INC,USD,A,5510,551010,55,55101010,22111,4931
006994,20191231,2019,INDL,C,D,STD,MTW,MANITOWOC CO,USD,A,2010,201060,20,20106010,333923,3530
007017,20191231,2019,INDL,C,D,STD,MRO,MARATHON OIL CORP,USD,A,1010,101020,10,10102020,2111,1311
007022,20191231,2019,INDL,C,D,STD,MCS,MARCUS CORP,USD,A,5020,502020,50,50202010,512131,7830
007063,20191231,2019,INDL,C,D,STD,HST,HOST HOTELS & RESORTS INC,USD,A,6010,601010,60,60101030,531120,6798
007065,20191231,2019,INDL,C,D,STD,MMC,MARSH & MCLENNAN COS,USD,A,4030,403010,40,40301010,524210,6411
007085,20191231,2019,INDL,C,D,STD,MAS,MASCO CORP,USD,A,2010,201020,20,20102010,332913,3430
007116,20191231,2019,INDL,C,D,STD,MAT,MATTEL INC,USD,A,2520,252020,25,25202010,339930,3942
007117,20191231,2019,INDL,C,D,STD,MLP,MAUI LAND & PINEAPPLE CO,USD,A,6010,601020,60,60102030,237210,6552
007146,20191130,2019,INDL,C,D,STD,MKC,MCCORMICK & CO INC,USD,A,3020,302020,30,30202030,311942,2090
007154,20191231,2019,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,A,2530,253010,25,25301040,722513,5812
007161,20191231,2019,INDL,C,D,STD,MGRC,MCGRATH RENTCORP,USD,A,2010,201070,20,20107010,532420,7359
007163,20191231,2019,INDL,C,D,STD,SPGI,S&P GLOBAL INC,USD,A,4020,402030,40,40203040,561450,7323
007171,20200331,2019,INDL,C,D,STD,MCK,MCKESSON CORP,USD,A,3510,351020,35,35102010,424210,5122
007185,20190930,2019,INDL,C,D,STD,GENC,GENCOR INDUSTRIES INC,USD,A,2010,201060,20,20106020,333994,3567
007228,20200430,2019,INDL,C,D,STD,MDT,MEDTRONIC PLC,USD,A,3510,351010,35,35101010,334510,3845
007241,20191231,2019,INDL,C,D,STD,CVS,CVS HEALTH CORP,USD,A,3510,351020,35,35102015,446110,5912
007257,20191231,2019,INDL,C,D,STD,MRK,MERCK & CO,USD,A,3520,352020,35,35202010,325412,2834
007260,20190630,2019,INDL,C,D,STD,MDP,MEREDITH CORP,USD,A,5020,502010,50,50201040,511120,2721
007275,20200331,2019,INDL,C,D,STD,MLAB,MESA LABORATORIES INC,USD,A,3510,351010,35,35101010,334513,3823
007291,20200430,2019,INDL,C,D,STD,MEI,METHODE ELECTRONICS INC,USD,A,4520,452030,45,45203020,334417,3678
007295,20190630,2019,INDL,C,D,STD,EVI,EVI INDUSTRIES INC,USD,A,2010,201070,20,20107010,423850,5080
007315,20191231,2019,INDL,C,D,STD,SIEB,SIEBERT FINANCIAL CORP,USD,A,4020,402030,40,40203020,523120,6211
007343,20190831,2019,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,A,4530,453010,45,45301020,334413,3674
007366,20191231,2019,INDL,C,D,STD,ETR,ENTERGY CORP,USD,A,5510,551010,55,55101010,22111,4911
007368,20191231,2019,INDL,C,D,STD,MSEX,MIDDLESEX WATER CO,USD,A,5510,551040,55,55104010,221310,4941
007401,20200531,2019,INDL,C,D,STD,MLHR,MILLER (HERMAN) INC,USD,A,2020,202010,20,20201060,3372,2520
007420,20191231,2019,INDL,C,D,STD,MSA,MSA SAFETY INC,USD,A,2020,202010,20,20201060,339113,3842
007435,20191231,2019,INDL,C,D,STD,MMM,3M CO,USD,A,2010,201050,20,20105010,322220,2670
007437,20191231,2019,INDL,C,D,STD,ALE,ALLETE INC,USD,A,5510,551010,55,55101010,221111,4931
007486,20200331,2019,INDL,C,D,STD,MOD,MODINE MANUFACTURING CO,USD,A,2510,251010,25,25101010,336390,3714
007525,20190930,2019,INDL,C,D,STD,MNR,MONMOUTH RE INVESTMENT CP,USD,A,6010,601010,60,60101020,531120,6798
007526,20191231,2019,INDL,C,D,STD,QDEL,QUIDEL CORP,USD,A,3510,351010,35,35101020,325413,2835
007585,20191231,2019,INDL,C,D,STD,MSI,MOTOROLA SOLUTIONS INC,USD,A,4520,452010,45,45201020,334220,3663
007620,20191231,2019,INDL,C,D,STD,MUR,MURPHY OIL CORP,USD,A,1010,101020,10,10102020,2111,1311
007636,20191231,2019,INDL,C,D,STD,MYE,MYERS INDUSTRIES INC,USD,A,1510,151030,15,15103010,326199,3089
007637,20191231,2019,INDL,C,D,STD,VTRS,VIATRIS INC,USD,A,3520,352020,35,35202010,325412,2834
007647,20191231,2019,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,A,4010,401010,40,40101010,522110,6020
007648,20191231,2019,INDL,C,D,STD,NCR,NCR CORP,USD,A,4520,452020,45,45202030,54151,7370
007658,20191231,2019,INDL,C,D,STD,NL,NL INDUSTRIES,USD,A,2020,202010,20,20201060,332991,3562
007685,20190630,2019,INDL,C,D,STD,NSSC,NAPCO SECURITY TECH INC,USD,A,4520,452030,45,45203010,334290,3669
007696,20200331,2019,INDL,C,D,STD,NATH,NATHAN'S FAMOUS INC,USD,A,2530,253010,25,25301040,311612,2013
007733,20190930,2019,INDL,C,D,STD,NFG,NATIONAL FUEL GAS CO,USD,A,5510,551020,55,55102010,221210,4924
007741,20191231,2019,INDL,C,D,STD,NHC,NATIONAL HEALTHCARE CORP,USD,A,3510,351020,35,35102020,623311,8051
007750,20191231,2019,INDL,C,D,STD,THC,TENET HEALTHCARE CORP,USD,A,3510,351020,35,35102020,622110,8062
007759,20191231,2019,INDL,C,D,STD,GPX,GP STRATEGIES CORP,USD,A,2020,202020,20,20202010,611430,8200
007762,20191231,2019,INDL,C,D,STD,NPK,NATIONAL PRESTO INDS INC,USD,A,2010,201010,20,20101010,33299,3480
007799,20191231,2019,INDL,C,D,STD,NATR,NATURES SUNSHINE PRODS INC,USD,A,3030,303020,30,30302010,325412,2834
007849,20190930,2019,INDL,C,D,STD,NJR,NEW JERSEY RESOURCES CORP,USD,A,5510,551020,55,55102010,221210,4924
007866,20191231,2019,INDL,C,D,STD,NYT,NEW YORK TIMES CO  -CL A,USD,A,5020,502010,50,50201040,511110,2711
007875,20191231,2019,INDL,C,D,STD,NWL,NEWELL BRANDS INC,USD,A,2520,252010,25,25201050,3399,3990
007881,20191231,2019,INDL,C,D,STD,NEM,NEWMONT CORP,USD,A,1510,151040,15,15104030,212221,1040
007882,20191231,2019,INDL,C,D,STD,NR,NEWPARK RESOURCES,USD,A,1010,101010,10,10101020,424690,5160
007906,20200531,2019,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,A,2520,252030,25,25203020,316210,3021
007921,20191031,2019,INDL,C,D,STD,NDSN,NORDSON CORP,USD,A,2010,201060,20,20106020,333999,3569
007922,20200131,2019,INDL,C,D,STD,JWN,NORDSTROM INC,USD,A,2550,255030,25,25503010,448140,5651
007923,20191231,2019,INDL,C,D,STD,NSC,NORFOLK SOUTHERN CORP,USD,A,2030,203040,20,20304010,482111,4011
007938,20191231,2019,INDL,C,D,STD,NC,NACCO INDUSTRIES  -CL A,USD,A,1010,101020,10,10102050,212111,1221
007951,20200131,2019,INDL,C,D,STD,MOV,MOVADO GROUP INC,USD,A,2520,252030,25,25203010,334519,3873
007970,20191231,2019,INDL,C,D,STD,ES,EVERSOURCE ENERGY,USD,A,5510,551010,55,55101010,2211,4931
007974,20191231,2019,INDL,C,D,STD,NI,NISOURCE INC,USD,A,5510,551030,55,55103010,221210,4932
007977,20191231,2019,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,A,5510,551010,55,55101010,2211,4931
007982,20191231,2019,INDL,C,D,STD,NTRS,NORTHERN TRUST CORP,USD,A,4020,402030,40,40203010,522110,6020
007985,20191231,2019,INDL,C,D,STD,NOC,NORTHROP GRUMMAN CORP,USD,A,2010,201010,20,20101010,334511,3812
007991,20191231,2019,INDL,C,D,STD,TEX,TEREX CORP,USD,A,2010,201060,20,20106010,333923,3530
007993,20191231,2019,INDL,C,D,STD,NWN,NORTHWEST NATURAL HLDNG CO,USD,A,5510,551020,55,55102010,221210,4924
008001,20191231,2019,INDL,C,D,STD,NWE,NORTHWESTERN CORP,USD,A,5510,551030,55,55103010,22111,4931
008007,20191231,2019,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,A,4010,401010,40,40101010,522110,6020
008030,20191231,2019,INDL,C,D,STD,NUE,NUCOR CORP,USD,A,1510,151040,15,15104050,331110,3312
008068,20191231,2019,INDL,C,D,STD,OXY,OCCIDENTAL PETROLEUM CORP,USD,A,1010,101020,10,10102010,2111,1311
008079,20191231,2019,INDL,C,D,STD,OII,OCEANEERING INTERNATIONAL,USD,A,1010,101010,10,10101020,213112,1389
008087,20200331,2019,INDL,C,D,STD,ITI,ITERIS INC,USD,A,4520,452030,45,45203010,541330,8711
008092,20200331,2019,INDL,C,D,STD,VTOL,BRISTOW GROUP INC,USD,A,1010,101010,10,10101020,481211,4522
008099,20191231,2019,INDL,C,D,STD,FE,FIRSTENERGY CORP,USD,A,5510,551010,55,55101010,22111,4911
008105,20190731,2019,INDL,C,D,STD,ODC,OIL DRI CORP AMERICA,USD,A,3030,303010,30,30301010,327992,3290
008113,20191231,2019,INDL,C,D,STD,OGE,OGE ENERGY CORP,USD,A,5510,551010,55,55101010,2211,4931
008123,20191231,2019,INDL,C,D,STD,OLN,OLIN CORP,USD,A,1510,151010,15,15101010,325180,2810
008148,20191231,2019,INDL,C,D,STD,OLP,ONE LIBERTY PROPERTIES INC,USD,A,6010,601010,60,60101010,531120,6798
008151,20191231,2019,INDL,C,D,STD,OKE,ONEOK INC,USD,A,1010,101020,10,10102040,221210,4923
008199,20191231,2019,INDL,C,D,STD,OTTR,OTTER TAIL CORP,USD,A,5510,551010,55,55101010,22111,4911
008210,20191231,2019,INDL,C,D,STD,OSG,OVERSEAS SHIPHOLDING GROUP,USD,A,1010,101020,10,10102040,483111,4412
008213,20191231,2019,INDL,C,D,STD,OMI,OWENS & MINOR INC,USD,A,3510,351020,35,35102010,423450,5047
008214,20191231,2019,INDL,C,D,STD,OC,OWENS CORNING,USD,A,2010,201020,20,20102010,327993,3290
008215,20191231,2019,INDL,C,D,STD,OI,O-I GLASS INC,USD,A,1510,151030,15,15103010,327213,3221
008219,20200131,2019,INDL,C,D,STD,OXM,OXFORD INDUSTRIES INC,USD,A,2520,252030,25,25203010,315,2300
008245,20191231,2019,INDL,C,D,STD,PNC,PNC FINANCIAL SVCS GROUP INC,USD,A,4010,401010,40,40101015,522110,6020
008247,20191231,2019,INDL,C,D,STD,PPG,PPG INDUSTRIES INC,USD,A,1510,151010,15,15101050,325510,2851
008253,20191231,2019,INDL,C,D,STD,PCAR,PACCAR INC,USD,A,2010,201060,20,20106010,336120,3711
008264,20191231,2019,INDL,C,D,STD,PCG,PG&E CORP,USD,A,5510,551010,55,55101010,2211,4931
008272,20191231,2019,INDL,C,D,STD,SRE,SEMPRA ENERGY,USD,A,5510,551030,55,55103010,22111,4931
008334,20191231,2019,INDL,C,D,STD,PAR,PAR TECHNOLOGY CORP,USD,A,4520,452030,45,45203010,334118,3578
008348,20200229,2019,INDL,C,D,STD,PKE,PARK AEROSPACE CORP,USD,A,2010,201010,20,20101010,334412,3672
008350,20191231,2019,INDL,C,D,STD,PKOH,PARK OHIO HOLDINGS CORP,USD,A,2010,201060,20,20106020,423710,5072
008358,20190630,2019,INDL,C,D,STD,PH,PARKER-HANNIFIN CORP,USD,A,2010,201060,20,20106020,332912,3490
008386,20191231,2019,INDL,C,D,STD,PATK,PATRICK INDUSTRIES INC,USD,A,2510,251010,25,25101010,336390,3714
008387,20191231,2019,INDL,C,D,STD,GDP,GOODRICH PETROLEUM CORP,USD,A,1010,101020,10,10102020,211130,1311
008402,20200531,2019,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,A,4510,451020,45,45102020,541214,8721
008431,20191231,2019,INDL,C,D,STD,AFG,AMERICAN FINANCIAL GROUP INC,USD,A,4030,403010,40,40301030,524126,6331
008440,20191231,2019,INDL,C,D,STD,PVAC,PENN VIRGINIA CORP,USD,A,1010,101020,10,10102020,2111,1311
008455,20191231,2019,INDL,C,D,STD,PPL,PPL CORP,USD,A,5510,551010,55,55101010,2211,4911
008463,20191231,2019,INDL,C,D,STD,PNR,PENTAIR PLC,USD,A,2010,201060,20,20106020,333914,3561
008479,20191231,2019,INDL,C,D,STD,PEP,PEPSICO INC,USD,A,3020,302010,30,30201030,31211,2080
008486,20191231,2019,INDL,C,D,STD,TPC,TUTOR PERINI CORP,USD,A,2010,201030,20,20103010,236220,1540
008512,20191231,2019,INDL,C,D,STD,PDCE,PDC ENERGY INC,USD,A,1010,101020,10,10102020,211120,1311
008530,20191231,2019,INDL,C,D,STD,PFE,PFIZER INC,USD,A,3520,352020,35,35202010,325412,2834
008539,20191231,2019,INDL,C,D,STD,EXC,EXELON CORP,USD,A,5510,551010,55,55101010,22111,4911
008542,20191231,2019,INDL,C,D,STD,WTRG,ESSENTIAL UTILITIES INC,USD,A,5510,551040,55,55104010,221310,4941
008543,20191231,2019,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,A,3020,302030,30,30203010,312230,2111
008549,20191231,2019,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,A,1010,101020,10,10102020,2111,1311
008551,20200131,2019,INDL,C,D,STD,PVH,PVH CORP,USD,A,2520,252030,25,25203010,315,2300
008582,20200331,2019,INDL,C,D,STD,SENEA,SENECA FOODS CORP,USD,A,3020,302020,30,30202030,311421,2033
008599,20200331,2019,INDL,C,D,STD,AGYS,AGILYSYS INC,USD,A,4510,451030,45,45103010,511210,7372
008605,20191231,2019,INDL,C,D,STD,PIPR,PIPER SANDLER COS,USD,A,4020,402030,40,40203020,523120,6211
008606,20191231,2019,INDL,C,D,STD,PBI,PITNEY BOWES INC,USD,A,2020,202010,20,20201060,333318,3579
008633,20200331,2019,INDL,C,D,STD,POLY,PLANTRONICS INC,USD,A,4520,452010,45,45201020,334210,3661
008692,20191231,2019,INDL,C,D,STD,PCH,POTLATCHDELTIC CORP,USD,A,6010,601010,60,60101080,321113,2421
008699,20190930,2019,INDL,C,D,STD,POWL,POWELL INDUSTRIES INC,USD,A,2010,201040,20,20104010,335313,3613
008762,20190630,2019,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,A,3030,303010,30,30301010,325611,2840
008807,20191231,2019,INDL,C,D,STD,PNM,PNM RESOURCES INC,USD,A,5510,551010,55,55101010,2211,4911
008810,20191231,2019,INDL,C,D,STD,PEG,PUBLIC SERVICE ENTRP GRP INC,USD,A,5510,551030,55,55103010,22111,4931
008823,20191231,2019,INDL,C,D,STD,PHM,PULTEGROUP INC,USD,A,2520,252010,25,25201030,236117,1531
008826,20190831,2019,INDL,C,D,STD,PCYO,PURE CYCLE CORP,USD,A,5510,551040,55,55104010,221310,4950
008832,20200131,2019,INDL,C,D,STD,AGX,ARGAN INC,USD,A,2010,201030,20,20103010,541330,8711
008850,20191231,2019,INDL,C,D,STD,KWR,QUAKER CHEMICAL CORP,USD,A,1510,151010,15,15101050,324191,2990
008858,20200331,2019,INDL,C,D,STD,NXGN,NEXTGEN HEALTHCARE INC,USD,A,3510,351030,35,35103010,511210,7372
008867,20200331,2019,INDL,C,D,STD,QMCO,QUANTUM CORP,USD,A,4520,452020,45,45202030,334112,3572
008898,20190930,2019,INDL,C,D,STD,RJF,RAYMOND JAMES FINANCIAL CORP,USD,A,4020,402030,40,40203020,523120,6211
008901,20191231,2019,INDL,C,D,STD,RES,RPC INC,USD,A,1010,101010,10,10101020,213112,1389
008902,20200531,2019,INDL,C,D,STD,RPM,RPM INTERNATIONAL INC,USD,A,1510,151010,15,15101050,325998,2890
008947,20191231,2019,INDL,C,D,STD,USLM,U S LIME & MINERALS,USD,A,1510,151020,15,15102010,212312,1400
008958,20200131,2019,INDL,C,D,STD,RAVN,RAVEN INDUSTRIES INC,USD,A,2010,201050,20,20105010,326113,3080
009016,20191231,2019,INDL,C,D,STD,RBC,REGAL BELOIT CORP,USD,A,2010,201040,20,20104010,335312,3621
009023,20190630,2019,INDL,C,D,STD,RGS,REGIS CORP/MN,USD,A,2530,253020,25,25302020,812112,7200
009063,20191231,2019,INDL,C,D,STD,AN,AUTONATION INC,USD,A,2550,255040,25,25504050,441110,5500
009155,20200229,2019,INDL,C,D,STD,RAD,RITE AID CORP,USD,A,3010,301010,30,30101010,446110,5912
009171,20190930,2019,INDL,C,D,STD,RGCO,RGC RESOURCES INC,USD,A,5510,551020,55,55102010,221210,4924
009203,20190930,2019,INDL,C,D,STD,ROK,ROCKWELL AUTOMATION,USD,A,2010,201040,20,20104010,335314,3620
009216,20191231,2019,INDL,C,D,STD,ROG,ROGERS CORP,USD,A,4520,452030,45,45203015,334412,3672
